question_text,company,difficulty,question_type,topics,source,answer_text,created_at
How can you make sure that you don’t analyze something that ends up meaningless?,,hard,case,data_analysis,kojino/120-DS-Questions,"- Proper exploratory data analysis.  
In every data analysis task, there's the exploratory phase where you're just graphing things, testing things on small sets of the data, summarizing simple statistics, and getting rough ideas of what hypotheses you might want to pursue further.  
Then there's the exploitatory phase, where you look deeply into a set of hypotheses.   
The exploratory phase will generate lots of possible hypotheses, and the exploitatory phase will let you really understand a few",2025-11-18T16:04:43.447523
What is the role of trial and error in data analysis? What is the the role of making a hypothesis before diving in?,,hard,case,data_analysis,kojino/120-DS-Questions,"- data analysis is a repetition of setting up a new hypothesis and trying to refute the null hypothesis.
  - The scientific method is eminently inductive: we elaborate a hypothesis, test it and refute it or not. As a result, we come up with new hypotheses which are in turn tested and so on. This is an iterative process, as science always is.",2025-11-18T16:04:43.447536
How can you determine which features are the most im- portant in your model?,,medium,case,data_analysis,kojino/120-DS-Questions,"- run the features though a Gradient Boosting Machine or Random Forest to generate plots of relative importance and information gain for each feature in the ensembles.
  - Look at the variables added in forward variable selection",2025-11-18T16:04:43.447545
How do you deal with some of your predictors being missing?,,hard,case,data_analysis,kojino/120-DS-Questions,"- Remove rows with missing values - This works well if 1) the values are missing randomly (see [Vinay Prabhu's answer](https://www.quora.com/How-can-I-deal-with-missing-values-in-a-predictive-model/answer/Vinay-Prabhu-7) for more details on this) 2) if you don't lose too much of the dataset after doing so.
  - Build another predictive model to predict the missing values - This could be a whole project in itself, so simple techniques are usually used here.
  - Use a model that can incorporate mis",2025-11-18T16:04:43.447558
"You have several variables that are positively correlated with your response, and you think combining all of the variables could give you a good prediction of your response. However, you see that in the multiple linear regression, one of the weights on the predictors is negative. What could be the issue?",,hard,case,data_analysis,kojino/120-DS-Questions,"- Multicollinearity refers to a situation in which two or more explanatory variables in a [multiple regression](https://en.wikipedia.org/wiki/Multiple_regression ""Multiple regression"") model are highly linearly related. 
  - Leave the model as is, despite multicollinearity. The presence of multicollinearity doesn't affect the efficiency of extrapolating the fitted model to new data provided that the predictor variables follow the same pattern of multicollinearity in the new data as in the data o",2025-11-18T16:04:43.447579
Let’s say you’re given an unfeasible amount of predictors in a predictive modeling task. What are some ways to make the prediction more feasible?,,medium,case,data_analysis,kojino/120-DS-Questions,- PCA,2025-11-18T16:04:43.447587
"Now you have a feasible amount of predictors, but you’re fairly sure that you don’t need all of them. How would you perform feature selection on the dataset?",,hard,case,data_analysis,kojino/120-DS-Questions,"- ridge / lasso / elastic net regression
  - Univariate Feature Selection where a statistical test is applied to each feature individually. You retain only the best features according to the test outcome scores
  - ""Recursive Feature Elimination"":  
    - First, train a model with all the feature and evaluate its performance on held out data.
    - Then drop let say the 10% weakest features (e.g. the feature with least absolute coefficients in a linear model) and retrain on the remaining feature",2025-11-18T16:04:43.447604
Your linear regression didn’t run and communicates that there are an infinite number of best estimates for the regression coefficients. What could be wrong?,,medium,case,data_analysis,kojino/120-DS-Questions,"- p > n.
  - If some of the explanatory variables are perfectly correlated (positively or negatively) then the coefficients would not be unique.",2025-11-18T16:04:43.447614
"You run your regression on different subsets of your data, and find that in each subset, the beta value for a certain variable varies wildly. What could be the issue here?",,medium,case,data_analysis,kojino/120-DS-Questions,"- The dataset might be heterogeneous. In which case, it is recommended to cluster datasets into different subsets wisely, and then draw different models for different subsets. Or, use models like non parametric models (trees) which can deal with heterogeneity quite nicely.",2025-11-18T16:04:43.447627
"What is the main idea behind ensemble learning? If I had many different models that predicted the same response variable, what might I want to do to incorporate all of the models? Would you expect this to perform better than an individual model or worse?",,hard,case,data_analysis,kojino/120-DS-Questions,"- The assumption is that a group of weak learners can be combined to form a strong learner.
  - Hence the combined model is expected to perform better than an individual model.
  - Assumptions:
    - average out biases
    - reduce variance
  - Bagging works because some underlying learning algorithms are unstable: slightly different inputs leads to very different outputs. If you can take advantage of this instability by running multiple instances, it can be shown that the reduced instability le",2025-11-18T16:04:43.447660
"Given that you have wi data in your o ce, how would you determine which rooms and areas are underutilized and overutilized?",,medium,case,data_analysis,kojino/120-DS-Questions,"- If the data is more used in one room, then that one is over utilized! Maybe account for the room capacity and normalize the data.",2025-11-18T16:04:43.447669
How could you use GPS data from a car to determine the quality of a driver?,,medium,case,data_analysis,kojino/120-DS-Questions,,2025-11-18T16:04:43.447673
"Given accelerometer, altitude, and fuel usage data from a car, how would you determine the optimum acceleration pattern to drive over hills?",,medium,case,data_analysis,kojino/120-DS-Questions,,2025-11-18T16:04:43.447680
"Given position data of NBA players in a season’s games, how would you evaluate a basketball player’s defensive ability?",,medium,case,data_analysis,kojino/120-DS-Questions,,2025-11-18T16:04:43.447685
How would you quantify the influence of a Twitter user?,,medium,case,data_analysis,kojino/120-DS-Questions,- like page rank with each user corresponding to the webpages and linking to the page equivalent to following.,2025-11-18T16:04:43.447691
"Given location data of golf balls in games, how would construct a model that can advise golfers where to aim?",,medium,case,data_analysis,kojino/120-DS-Questions,,2025-11-18T16:04:43.447697
"You have 100 mathletes and 100 math problems. Each mathlete gets to choose 10 problems to solve. Given data on who got what problem correct, how would you rank the problems in terms of di culty?",,hard,case,data_analysis,kojino/120-DS-Questions,"- One way you could do this is by storing a ""skill level"" for each user and a ""difficulty level"" for each problem.  We assume that the probability that a user solves a problem only depends on the skill of the user and the difficulty of the problem.*  Then we maximize the likelihood of the data to find the hidden skill and difficulty levels.
  - The Rasch model for dichotomous data takes the form:  
{\displaystyle \Pr\\{X_{ni}=1\\}={\frac {\exp({\beta _{n}}-{\delta _{i}})}{1+\exp({\beta _{n}}-{\d",2025-11-18T16:04:43.447714
You have 5000 people that rank 10 sushis in terms of saltiness. How would you aggregate this data to estimate the true saltiness rank in each sushi?,,medium,case,data_analysis,kojino/120-DS-Questions,"- Some people would take the mean rank of each sushi.  If I wanted something simple, I would use the median, since ranks are (strictly speaking) ordinal and not interval, so adding them is a bit risque (but people do it all the time and you probably won't be far wrong).",2025-11-18T16:04:43.447726
"Given data on congressional bills and which congressional representatives co-sponsored the bills, how would you determine which other representatives are most similar to yours in voting behavior? How would you evaluate who is the most liberal? Most republican? Most bipartisan?",,medium,case,data_analysis,kojino/120-DS-Questions,"- collaborative filtering. you have your votes and we can calculate the similarity for each representatives and select the most similar representative
  - for liberal and republican parties, find the mean vector and find the representative closest to the center point",2025-11-18T16:04:43.447740
How would you come up with an algorithm to detect plagiarism in online content?,,medium,case,data_analysis,kojino/120-DS-Questions,"- reduce the text to a more compact form (e.g. fingerprinting, bag of words) then compare those with other texts by calculating the similarity",2025-11-18T16:04:43.447747
You have data on all purchases of customers at a grocery store. Describe to me how you would program an algorithm that would cluster the customers into groups. How would you determine the appropriate number of clusters to include?,,medium,case,data_analysis,kojino/120-DS-Questions,"- KMeans
  - choose a small value of k that still has a low SSE (elbow method)
  - <https://bl.ocks.org/rpgove/0060ff3b656618e9136b>",2025-11-18T16:04:43.447759
Let's say you're building the recommended music engine at Spotify to recommend people music based on past listening history. How would you approach this problem?,,medium,case,data_analysis,kojino/120-DS-Questions,- [collaborative filtering](https://en.wikipedia.org/wiki/Collaborative_filtering),2025-11-18T16:04:43.447768
(Given a Dataset) Analyze this dataset and give me a model that can predict this response variable.,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- Start by fitting a simple model (multivariate regression, logistic regression), do some feature engineering accordingly, and then try some complicated models. Always split the dataset into train, validation, test dataset and use cross validation to check their performance.
- Determine if the problem is classification or regression
- Favor simple models that run quickly and you can easily explain.
- Mention cross validation as a means to evaluate the model.
- Plot and visualize the data.",2025-11-18T16:04:43.447814
What could be some issues if the distribution of the test data is significantly different than the distribution of the training data?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- The model that has high training accuracy might have low test accuracy. Without further knowledge, it is hard to know which dataset represents the population data and thus the generalizability of the algorithm is hard to measure. This should be mitigated by repeated splitting of train vs test dataset (as in cross validation).
- When there is a change in data distribution, this is called the dataset shift. If the train and test data has a different distribution, then the classifier would likely",2025-11-18T16:04:43.447836
What are some ways I can make my model more robust to outliers?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- We can have regularization such as L1 or L2 to reduce variance (increase bias).
- Changes to the algorithm:
  - Use tree-based methods instead of regression methods as they are more resistant to outliers. For statistical tests, use non parametric tests instead of parametric ones.
  - Use robust error metrics such as MAE or Huber Loss instead of MSE.
- Changes to the data:
  - Winsorizing the data
  - Transforming the data (e.g. log)
  - Remove them only if you’re certain they’re anomalies not ",2025-11-18T16:04:43.447849
"What are some differences you would expect in a model that minimizes squared error, versus a model that minimizes absolute error? In which cases would each error metric be appropriate?",,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- MSE is more strict to having outliers. MAE is more robust in that sense, but is harder to fit the model for because it cannot be numerically optimized. So when there are less variability in the model and the model is computationally easy to fit, we should use MAE, and if that’s not the case, we should use MSE.
- MSE: easier to compute the gradient, MAE: linear programming needed to compute the gradient
- MAE more robust to outliers. If the consequences of large errors are great, use MSE
- MSE ",2025-11-18T16:04:43.447866
What error metric would you use to evaluate how good a binary classifier is? What if the classes are imbalanced? What if there are more than 2 groups?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- Accuracy: proportion of instances you predict correctly. Pros: intuitive, easy to explain, Cons: works poorly when the class labels are imbalanced and the signal from the data is weak
- AUROC: plot fpr on the x axis and tpr on the y axis for different threshold. Given a random positive instance and a random negative instance, the AUC is the probability that you can identify who's who. Pros: Works well when testing the ability of distinguishing the two classes, Cons: can’t interpret predictions",2025-11-18T16:04:43.447887
"What are various ways to predict a binary response variable? Can you compare two of them and tell me when one would be more appropriate? What’s the difference between these? (SVM, Logistic Regression, Naive Bayes, Decision Tree, etc.)",,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- Things to look at: N, P, linearly seperable?, features independent?, likely to overfit?, speed, performance, memory usage
- Logistic Regression
  - features roughly linear, problem roughly linearly separable
  - robust to noise, use l1,l2 regularization for model selection, avoid overfitting
  - the output come as probabilities
  - efficient and the computation can be distributed
  - can be used as a baseline for other algorithms
  - (-) can hardly handle categorical features
- SVM
  - with a ",2025-11-18T16:04:43.447919
What is regularization and where might it be helpful? What is an example of using regularization in a model?,,medium,ml,predictive_modeling,kojino/120-DS-Questions,"- Regularization is useful for reducing variance in the model, meaning avoiding overfitting . For example, we can use L1 regularization in Lasso regression to penalize large coefficients.",2025-11-18T16:04:43.447928
Why might it be preferable to include fewer predictors over many?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- When we add irrelevant features, it increases model's tendency to overfit because those features introduce more noise. When two variables are correlated, they might be harder to interpret in case of regression, etc.
- curse of dimensionality
- adding random noise makes the model more complicated but useless
- computational cost
- Ask someone for more details.",2025-11-18T16:04:43.447938
"Given training data on tweets and their retweets, how would you predict the number of retweets of a given tweet after 7 days after only observing 2 days worth of data?",,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- Build a time series model with the training data with a seven day cycle and then use that for a new data with only 2 days data.
- Ask someone for more details.
- Build a regression function to estimate the number of retweets as a function of time t
- to determine if one regression function can be built, see if there are clusters in terms of the trends in the number of retweets
- if not, we have to add features to the regression function
- features + # of retweets on the first and the second da",2025-11-18T16:04:43.447956
How could you collect and analyze data to use social media to predict the weather?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- We can collect social media data using twitter, Facebook, instagram API’s. Then, for example, for twitter, we can construct features from each tweet, e.g. the tweeted date, number of favorites, retweets, and of course, the features created from the tweeted content itself. Then use a multi variate time series model to predict the weather.
- Ask someone for more details.",2025-11-18T16:04:43.447967
How would you construct a feed to show relevant content for a site that involves user interactions with items?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- We can do so using building a recommendation engine. The easiest we can do is to show contents that are popular other users, which is still a valid strategy if for example the contents are news articles. To be more accurate, we can build a content based filtering or collaborative filtering. If there’s enough user usage data, we can try collaborative filtering and recommend contents other similar users have consumed. If there isn’t, we can recommend similar items based on vectorization of items",2025-11-18T16:04:43.447980
How would you design the people you may know feature on LinkedIn or Facebook?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- Find strong unconnected people in weighted connection graph
  - Define similarity as how strong the two people are connected
  - Given a certain feature, we can calculate the similarity based on
    - friend connections (neighbors)
    - Check-in’s people being at the same location all the time.
    - same college, workplace
    - Have randomly dropped graphs test the performance of the algorithm
- ref. News Feed Optimization
  - Affinity score: how close the content creator and the users are
",2025-11-18T16:04:43.447995
How would you predict who someone may want to send a Snapchat or Gmail to?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- for each user, assign a score of how likely someone would send an email to
- the rest is feature engineering:
  - number of past emails, how many responses, the last time they exchanged an email, whether the last email ends with a question mark, features about the other users, etc.
- Ask someone for more details.
- People who someone sent emails the most in the past, conditioning on time decay.",2025-11-18T16:04:43.448006
How would you suggest to a franchise where to open a new store?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- build a master dataset with local demographic information available for each location.
  - local income levels, proximity to traffic, weather, population density, proximity to other businesses
  - a reference dataset on local, regional, and national macroeconomic conditions (e.g. unemployment, inflation, prime interest rate, etc.)
  - any data on the local franchise owner-operators, to the degree the manager
- identify a set of KPIs acceptable to the management that had requested the analysis ",2025-11-18T16:04:43.448022
"In a search engine, given partial data on what the user has typed, how would you predict the user’s eventual search query?",,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- Based on the past frequencies of words shown up given a sequence of words, we can construct conditional probabilities of the set of next sequences of words that can show up (n-gram). The sequences with highest conditional probabilities can show up as top candidates.
- To further improve this algorithm,
  - we can put more weight on past sequences which showed up more recently and near your location to account for trends
  - show your recent searches given partial data",2025-11-18T16:04:43.448036
"Given a database of all previous alumni donations to your university, how would you predict which recent alumni are most likely to donate?",,medium,ml,predictive_modeling,kojino/120-DS-Questions,"- Based on frequency and amount of donations, graduation year, major, etc, construct a supervised regression (or binary classification) algorithm.",2025-11-18T16:04:43.448045
You’re Uber and you want to design a heatmap to recommend to drivers where to wait for a passenger. How would you approach this?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- Based on the past pickup location of passengers around the same time of the day, day of the week (month, year), construct
- Ask someone for more details.
- Based on the number of past pickups
  - account for periodicity (seasonal, monthly, weekly, daily, hourly)
  - special events (concerts, festivals, etc.) from tweets",2025-11-18T16:04:43.448056
How would you build a model to predict a March Madness bracket?,,hard,ml,predictive_modeling,kojino/120-DS-Questions,"- One vector each for team A and B. Take the difference of the two vectors and use that as an input to predict the probability that team A would win by training the model. Train the models using past tournament data and make a prediction for the new tournament by running the trained model for each round of the tournament
- Some extensions:
  - Experiment with different ways of consolidating the 2 team vectors into one (e.g concantenating, averaging, etc)
  - Consider using a RNN type model that ",2025-11-18T16:04:43.448069
"You want to run a regression to predict the probability of a flight delay, but there are flights with delays of up to 12 hours that are really messing up your model. How can you address this?",,medium,ml,predictive_modeling,kojino/120-DS-Questions,"- This is equivalent to making the model more robust to outliers.
- See Q3.",2025-11-18T16:04:43.448079
"Bobo the amoeba has a 25%, 25%, and 50% chance of producing 0, 1, or 2 offspring, respectively. Each of Bobo’s descendants also have the same probabilities. What is the probability that Bobo’s lineage dies out?",,hard,stats,probability,kojino/120-DS-Questions,- p=1/4+1/4*p+1/2*p^2 => p=1/2,2025-11-18T16:04:43.448114
"In any 15-minute interval, there is a 20% probability that you will see at least one shooting star. What is the proba- bility that you see at least one shooting star in the period of an hour?",,hard,stats,probability,kojino/120-DS-Questions,"- 1-(0.8)^4. Or, we can use Poisson processes",2025-11-18T16:04:43.448124
How can you generate a random number between 1 - 7 with only a die?,,hard,stats,probability,kojino/120-DS-Questions,"* Launch it 3 times: each throw sets the nth bit of the result. 
* For each launch, if the value is 1-3, record a 0, else 1.
The result is between 0 (000) and 7 (111), evenly spread (3 independent throw). Repeat the throws if 0 was obtained: the process stops on evenly spread values.",2025-11-18T16:04:43.448133
How can you get a fair coin toss if someone hands you a coin that is weighted to come up heads more often than tails?,,hard,stats,probability,kojino/120-DS-Questions,"- Flip twice and if HT then H, TH then T.",2025-11-18T16:04:43.448139
You have an 50-50 mixture of two normal distributions with the same standard deviation. How far apart do the means need to be in order for this distribution to be bimodal?,,hard,stats,probability,kojino/120-DS-Questions,- more than two standard deviations,2025-11-18T16:04:43.448147
"Given draws from a normal distribution with known parameters, how can you simulate draws from a uniform distribution?",,hard,stats,probability,kojino/120-DS-Questions,- plug in the value to the CDF of the same random variable,2025-11-18T16:04:43.448154
"A certain couple tells you that they have two children, at least one of which is a girl. What is the probability that they have two girls?",,hard,stats,probability,kojino/120-DS-Questions,- 1/3,2025-11-18T16:04:43.448161
"You have a group of couples that decide to have children until they have their first girl, after which they stop having children. What is the expected gender ratio of the children that are born? What is the expected number of children each couple will have?",,hard,stats,probability,kojino/120-DS-Questions,- gender ratio is 1:1. Expected number of children is 2. let X be the number of children until getting a female (happens with prob 1/2). this follows a geometric distribution with probability 1/2,2025-11-18T16:04:43.448174
How many ways can you split 12 people into 3 teams of 4?,,hard,stats,probability,kojino/120-DS-Questions,- the outcome follows a multinomial distribution with n=12 and k=3. but the classes are indistinguishable,2025-11-18T16:04:43.448179
"Your hash function assigns each object to a number between 1:10, each with equal probability. With 10 objects, what is the probability of a hash collision? What is the expected number of hash collisions? What is the expected number of hashes that are unused.",,hard,stats,probability,kojino/120-DS-Questions,"- the probability of a hash collision: 1-(10!/10^10)
  - the expected number of hash collisions: 1-10*(9/10)^10
  - the expected number of hashes that are unused: 10*(9/10)^10",2025-11-18T16:04:43.448192
"You call 2 UberX’s and 3 Lyfts. If the time that each takes to reach you is IID, what is the probability that all the Lyfts arrive first? What is the probability that all the UberX’s arrive first?",,hard,stats,probability,kojino/120-DS-Questions,"- All Lyft's first
    * probability that the first car is Lyft = 3/5
    * probability that the second car is Lyft = 2/4
    * probability that the third car is Lyft = 1/3
    Therefore, probability that all the Lyfts arrive first = (3/5) * (2/4) * (1/3) = 1/10
  - All Uber's first
    * probability that the first car is Uber = 2/5
    * probability that the second car is Uber = 1/4
    Therefore, probability that all the Ubers arrive first = (2/5) * (1/4) = 1/10",2025-11-18T16:04:43.448209
"I write a program should print out all the numbers from 1 to 300, but prints out Fizz instead if the number is divisible by 3, Buzz instead if the number is divisible by 5, and FizzBuzz if the number is divisible by 3 and 5. What is the total number of numbers that is either Fizzed, Buzzed, or FizzBuzzed?",,hard,stats,probability,kojino/120-DS-Questions,- 100+60-20=140,2025-11-18T16:04:43.448222
"On a dating site, users can select 5 out of 24 adjectives to describe themselves. A match is declared between two users if they match on at least 4 adjectives. If Alice and Bob randomly pick adjectives, what is the probability that they form a match?",,hard,stats,probability,kojino/120-DS-Questions,- 24C5*(1+5(24-5))/24C5*24C5 = 4/1771,2025-11-18T16:04:43.448232
"A lazy high school senior types up application and envelopes to n different colleges, but puts the applications randomly into the envelopes. What is the expected number of applications that went to the right college?",,hard,stats,probability,kojino/120-DS-Questions,- 1,2025-11-18T16:04:43.448241
"Let’s say you have a very tall father. On average, what would you expect the height of his son to be? Taller, equal, or shorter? What if you had a very short father?",,hard,stats,probability,kojino/120-DS-Questions,- Shorter. Regression to the mean,2025-11-18T16:04:43.448250
What’s the expected number of coin flips until you get two heads in a row? What’s the expected number of coin flips until you get two tails in a row?,,hard,stats,probability,kojino/120-DS-Questions,"- After the first two flips, you can see this problem as a Markov chain, with states HH, HT, TH, TT. 
  - HH is the final state. You can than define the expected number of steps N before reaching HH: E(N) = 2 + 0.25nHH, 0.25nHT, 0.25nTH, 0.25nTT. nXX represents the expected number of steps before reaching HH starting from state XX.
  - Solve linear equation:
  * nHH = 0
  * nHT = 1 + 0.5nTT + 0.5nTH
  * nTH = 1 + 0.5nHH + 0.5nHT
  * nTT = 1 + 0.5nTH + 0.5nTT
  - Result gives E(N) = 6.",2025-11-18T16:04:43.448265
"Let’s say we play a game where I keep flipping a coin until I get heads. If the first time I get heads is on the nth coin, then I pay you 2n-1 dollars. How much would you pay me to play this game?",,hard,stats,probability,kojino/120-DS-Questions,- less than $3,2025-11-18T16:04:43.448274
"You have two coins, one of which is fair and comes up heads with a probability 1/2, and the other which is biased and comes up heads with probability 3/4. You randomly pick coin and flip it twice, and get heads both times. What is the probability that you picked the fair coin?",,hard,stats,probability,kojino/120-DS-Questions,- 4/13,2025-11-18T16:04:43.448285
"You have a 0.1% chance of picking up a coin with both heads, and a 99.9% chance that you pick up a fair coin. You flip your coin and it comes up heads 10 times. What’s the chance that you picked up the fair coin, given the information that you observed?",,hard,stats,probability,kojino/120-DS-Questions,"* Events: F = ""picked a fair coin"", T = ""10 heads in a row""
  * (1) P(F|T) = P(T|F)P(F)/P(T) (Bayes formula)
  * (2) P(T) = P(T|F)P(F) + P(T|¬F)P(¬F) (total probabilities formula)
  * Injecting (2) in (1): P(F|T) = P(T|F)P(F)/(P(T|F)P(F) + P(T|¬F)P(¬F)) = 1 / (1 + P(T|¬F)P(¬F)/(P(T|F)P(F)))
  * Numerically: 1/(1 + 0.001 * 2^10 /0.999).
  * With 2^10 ≈ 1000 and 0.999 ≈ 1 this simplifies to 1/2",2025-11-18T16:04:43.448303
What is a P-Value ?,,hard,stats,probability,kojino/120-DS-Questions,"* The probability to obtain a similar or more extreme result than observed when the null hypothesis is assumed.
  * ⇒ If the p-value is small, the null hypothesis is unlikely",2025-11-18T16:04:43.448308
"What would be good metrics of success for an advertising-driven consumer product? (Buzzfeed, YouTube, Google Search, etc.) A service-driven consumer product? (Uber, Flickr, Venmo, etc.)",,medium,case,product_metrics,kojino/120-DS-Questions,"* advertising-driven: Pageviews and daily actives, CTR, CPC (cost per click)
    * click-ads  
    * display-ads  
  * service-driven: number of purchases, conversion rate",2025-11-18T16:04:43.448343
"What would be good metrics of success for a productiv- ity tool? (Evernote, Asana, Google Docs, etc.) A MOOC? (edX, Coursera, Udacity, etc.)",,medium,case,product_metrics,kojino/120-DS-Questions,"* productivity tool: same as premium subscriptions
  * MOOC: same as premium subscriptions, completion rate",2025-11-18T16:04:43.448351
"What would be good metrics of success for an e-commerce product? (Etsy, Groupon, Birchbox, etc.) A subscrip- tion product? (Net ix, Birchbox, Hulu, etc.) Premium subscriptions? (OKCupid, LinkedIn, Spotify, etc.)",,hard,case,product_metrics,kojino/120-DS-Questions,"* e-commerce: number of purchases, conversion rate, Hourly, daily, weekly, monthly, quarterly, and annual sales, Cost of goods sold, Inventory levels, Site traffic, Unique visitors versus returning visitors, Customer service phone call count, Average resolution time
  * subscription
    * churn, CoCA, ARPU, MRR, LTV
  * premium subscriptions:",2025-11-18T16:04:43.448365
"What would be good metrics of success for a consumer product that relies heavily on engagement and interac- tion? (Snapchat, Pinterest, Facebook, etc.) A messaging product? (GroupMe, Hangouts, Snapchat, etc.)",,medium,case,product_metrics,kojino/120-DS-Questions,"* heavily on engagement and interaction: uses AU ratios, email summary by type, and push notification summary by type, resurrection ratio
  * messaging product:",2025-11-18T16:04:43.448377
"What would be good metrics of success for a product that o ered in-app purchases? (Zynga, Angry Birds, other gaming apps)",,medium,case,product_metrics,kojino/120-DS-Questions,"* Average Revenue Per Paid User
  * Average Revenue Per User",2025-11-18T16:04:43.448383
A certain metric is violating your expectations by going down or up more than you expect. How would you try to identify the cause of the change?,,medium,case,product_metrics,kojino/120-DS-Questions,"* breakdown the KPI’s into what consists them and find where the change is
  * then further breakdown that basic KPI by channel, user cluster, etc. and relate them with any campaigns, changes in user behaviors in that segment",2025-11-18T16:04:43.448394
Growth for total number of tweets sent has been slow this month. What data would you look at to determine the cause of the problem?,,medium,case,product_metrics,kojino/120-DS-Questions,"* look at competitors' tweet growth
  * look at your social media engagement on other platforms
  * look at your sales data",2025-11-18T16:04:43.448402
You’re a restaurant and are approached by Groupon to run a deal. What data would you ask from them in order to determine whether or not to do the deal?,,medium,case,product_metrics,kojino/120-DS-Questions,"* for similar restaurants (they should define similarity), average increase in revenue gain per coupon, average increase in customers per coupon, number of meals sold",2025-11-18T16:04:43.448412
You are tasked with improving the e ciency of a subway system. Where would you start?,,medium,case,product_metrics,kojino/120-DS-Questions,* define efficiency,2025-11-18T16:04:43.448417
Say you are working on Facebook News Feed. What would be some metrics that you think are important? How would you make the news each person gets more relevant?,,hard,case,product_metrics,kojino/120-DS-Questions,"* rate for each action, duration users stay, CTR for sponsor feed posts
  * ref. News Feed Optimization
    * Affinity score: how close the content creator and the users are
    * Weight: weight for the edge type (comment, like, tag, etc.). Emphasis on features the company wants to promote
    * Time decay: the older the less important",2025-11-18T16:04:43.448429
How would you measure the impact that sponsored stories on Facebook News Feed have on user engagement? How would you determine the optimum balance between sponsored stories and organic content on a user’s News Feed?,,medium,case,product_metrics,kojino/120-DS-Questions,* AB test on different balance ratio and see,2025-11-18T16:04:43.448440
