question_text,company,difficulty,question_type,topics,source,answer_text,created_at
What are the uses of a view? (Level: Intermediate),,medium,sql,sql_database,SQL_Interview_QA,"Views can represent a subset of the data contained in a table; consequently, a view can limit the degree of exposure of the underlying tables to the outer world: a given user may have permission to query the view, while denied access to the rest of the base table. Views can join and simplify multiple tables into a single virtual table. Views can act as aggregated tables, where the database engine aggregates data (sum, average etc.) and presents the calculated results as part of the data Views ca",2025-11-18T17:20:54.032941
What are Primary Keys and Foreign Keys? (Level: Beginner),,medium,sql,sql_database,SQL_Interview_QA,"Ans: Primary keys are the unique identifiers for each row. They must contain unique values and cannot be null. Due to their importance in relational databases, Primary keys are the most fundamental aspect of all keys and constraints. A table can have only one primary key. Foreign keys are a method of ensuring data integrity and manifestation of the relationship between tables.",2025-11-18T17:20:54.032958
What are the different types of SQL or different commands in SQL?,,medium,sql,sql_database,SQL_Interview_QA,"DDL– Data Definition Language. DDL is used to define the structure that holds the data. DML– Data Manipulation Language. DML is used for manipulation of the data itself. Typical operations are Insert, Delete, Update and retrieving the data from the table. DCL–Data Control Language. DCL is used to control the visibility of data like granting database access and set privileges to create tables etc. TCL -Transaction Control Language. TCL commands are basically used for managing and controlling the ",2025-11-18T17:20:54.032986
In SQL interviews you will often be asked what constraint commands are,,medium,sql,sql_database,SQL_Interview_QA,Here's the short answer for you: Constraints are rules that limit the types of data that can go into a table. The most important commands are: NOT NULL - Ensures that a column cannot have a NULL value UNIQUE - Ensures that all values in a column are different PRIMARY KEY - A combination of a NOT NULL and UNIQUE. FOREIGN KEY - Prevents actions that would destroy links between tables CHECK - Ensures that the values in a column satisfies a specific condition DEFAULT - Sets a default value for a col,2025-11-18T17:20:54.033013
"What is a foreign key, and what is it used for?",,medium,sql,sql_database,SQL_Interview_QA,"A foreign key is used to establish relationships among relations (tables) in the relational model. Technically, a foreign key is a column (or columns) appearing in one relation that is (are) the primary key of another table. Although there may be exceptions, the values in the foreign key columns usually must correspond to values existing in the set of primary key values. This correspondence requirement is created in a database using a referential integrity constraint on the foreign key.",2025-11-18T17:20:54.033033
What is Aggregate Functions?,,medium,sql,sql_database,SQL_Interview_QA,"Aggregate functions perform a calculation on a set of values and return a single value. Aggregate functions ignore NULL values except COUNT function. HAVING clause is used, along with GROUP BY, for filtering query using aggregate values. Following functions are aggregate functions. AVG, MIN, CHECKSUM_AGG, SUM, COUNT, STDEV, COUNT_BIG, STDEVP, GROUPING, VAR, MAX. VARP",2025-11-18T17:20:54.033049
What is CTE?,,medium,sql,sql_database,SQL_Interview_QA,CTE is an abbreviation Common Table Expression. A Common Table Expression (CTE) is an expression that can be thought of as a temporary result set which is defined within the execution of a single SQL statement. A CTE is similar to a derived table in that it is not stored as an object and lasts only for the duration of the query.,2025-11-18T17:20:54.033062
What are the Advantages of using CTE?,,medium,sql,sql_database,SQL_Interview_QA,"Using CTE improves readability and makes maintenance of complex queries easy. The query can be divided into separate, simple, logical building blocks which can be then used to build more complex CTEs until final result set is generated. CTE can be defined in functions, stored procedures, triggers or even views. After a CTE is defined, it can be used as a Table or a View and can SELECT, INSERT, UPDATE or DELETE Data.",2025-11-18T17:20:54.033080
What is PRIMARY KEY?,,medium,sql,sql_database,SQL_Interview_QA,A PRIMARY KEY constraint is a unique identifier for a row within a database table. Every table should have a primary key constraint to uniquely identify each row and only one primary key constraint can be created for each table. The primary key constraints are used to enforce entity integrity.,2025-11-18T17:20:54.033093
What is UNIQUE KEY constraint?,,medium,sql,sql_database,SQL_Interview_QA,"A UNIQUE constraint enforces the uniqueness of the values in a set of columns, so no duplicate values are entered. The unique key constraints are used to enforce entity integrity as the primary key constraints.",2025-11-18T17:20:54.033103
What is FOREIGN KEY?,,medium,sql,sql_database,SQL_Interview_QA,A FOREIGN KEY constraint prevents any actions that would destroy links between tables with the corresponding data values. A foreign key in one table points to a primary key in another table. Foreign keys prevent actions that would leave rows with foreign key values when there are no primary keys with that value. The foreign key constraints are used to enforce referential integrity.,2025-11-18T17:20:54.033118
What is CHECK Constraint?,,easy,sql,sql_database,SQL_Interview_QA,A CHECK constraint is used to limit the values that can be placed in a column. The check constraints are used to enforce domain integrity.,2025-11-18T17:20:54.033125
What is NOT NULL Constraint?,,easy,sql,sql_database,SQL_Interview_QA,"A NOT NULL constraint enforces that the column will not accept null values. The not null constraints are used to enforce domain integrity, as the check constraints.",2025-11-18T17:20:54.033134
"Suppose you had bank transaction data, and wanted to separate out likely fraudulent transactions. How would you approach it? Why might accuracy be a bad metric for evaluating success?",,hard,case,data_science,DS_Interview_Notebook,"* In Machine Learning, problems like fraud detection are usually framed as classification problems. In order to solve this problem we may use different features like amount, merchant, location, time etc associated with each transaction. * One of the biggest challenge with fraud transaction detection is- majority of transactions are not fraud, so we have inbalance data! * First step will be to do EDA and understand our data and intesity of class inbalance. * In order to handle inbalance data prob",2025-11-18T17:20:54.033738
Explain inner working on linear regression,,easy,ml,data_science,DS_Interview_Notebook,,2025-11-18T17:20:54.033749
What are the assumptions for linear regression,,hard,ml,data_science,DS_Interview_Notebook,"Linear regression assumptions are as below * Data should have linear relationship between X and Y (actually mean of Y) * Data should be normally distributed * No or little multicollinearity (observations should be independent of each other) * Assumption of additivity: This means that each feature (X) should affect the target (Y) independently. In other words, the influence of one feature on the target does not change because of another feature. * Example: Let's say you're predicting house prices",2025-11-18T17:20:54.033787
Explain inner working on logistic regression,,easy,ml,data_science,DS_Interview_Notebook,,2025-11-18T17:20:54.033793
How can AI be used in spam email detection?,,hard,mixed,data_science,DS_Interview_Notebook,"AI, particularly through NLP techniques, analyzes the content of emails to determine if they are spam. It does this by identifying patterns, keywords, and stylistic choices that are common in spam messages. Here's a simplified breakdown of the process: **Steps in AI-Based Spam Detection** 1. **Data Collection:** * A large dataset of emails, both spam and legitimate (""ham""), is gathered. 2. **Preprocessing:** * Emails are cleaned and standardized. * This often involves: * Removing punctuation and",2025-11-18T17:20:54.033948
How to build sentiment analysis model from scratch?,,hard,ml,data_science,DS_Interview_Notebook,"**1. Data Gathering:** * Collect a set of text data (e.g., movie reviews, tweets, product feedback) where each piece of text is labeled with its corresponding sentiment (positive, negative, or neutral). **2. Text Preprocessing:** * Clean and standardize the text: * Remove punctuation, special characters, and HTML tags. * Convert all text to lowercase. * Remove stop words (common words like 'the', 'and', etc.) * Tokenize the text into individual words. * Consider stemming or lemmatization to redu",2025-11-18T17:20:54.034003
When to use tokenization and stemming/Lemmatization?,,hard,mixed,data_science,DS_Interview_Notebook,"* **Tokenization:** * **Always** use tokenization as the first step in any NLP task that involves analyzing the text at the word level. * It's fundamental for breaking down sentences into individual words or subwords, which is necessary for further processing and analysis. * **Stemming/Lemmatization:** * Use these when you want to reduce words to their base or root forms. This can be helpful for: * **Reducing dimensionality:** Fewer unique words to deal with. * **Improving generalization:** Mode",2025-11-18T17:20:54.034056
What are the advantages and disadvantages of neural networks?,,hard,ml,data_science,DS_Interview_Notebook,"**Here are some advantages of Neural Networks** * Storing information on the entire network: Information such as in traditional programming is stored on the entire network, not on a database. The disappearance of a few pieces of information in one place does not restrict the network from functioning. * The ability to work with inadequate knowledge: After ANN training, the data may produce output even with incomplete information. The lack of performance here depends on the importance of the missi",2025-11-18T17:20:54.034124
What is the difference between bias and variance?,,hard,mixed,data_science,DS_Interview_Notebook,"* Bias comes from model underfitting some set of data, whereas variance is the result of model overfitting some set of data. * Underfitting models have high error in training as well as test set. This behavior is called as ‘High Bias’ * Consider below example of bias(underfitting) where we are trying to fit linear function for nonlinear data. ![Underfitting]( * Overfitting models have low error in training set but high error in test set. This behavior is called as ‘High Variance’ * Consider belo",2025-11-18T17:20:54.034160
What is bias-variance tradeoff,,hard,mixed,data_science,DS_Interview_Notebook,"* As we increase the complexity of the model, error will reduce due to lower bias in the model. However, this will happen until a particular point. If we continue to make our model complex then model will overfit and lead to high variance. * The goal of any supervised ML algorithm to have low bias and low variance to achieve good prediction performance. This is referred as bias-variance tradeoff. We can acheive bias-variance tradeoff by selecting optimum model complexity. <img src="" width=""500"" ",2025-11-18T17:20:54.034226
What is more important model accuracy or model performance?,,hard,ml,data_science,DS_Interview_Notebook,"* Short answer is: Model accuracy matters the most! inaccurate information is not usefull. * Model performance can be improved by increasing the compute resources. * Model accuracy and performance can be subjective to the problem in hand. For example, in analysis of medical images to determine if there is a disease (such as cancer), the accuracy extremely critical, even if the models would take minutes or hours to make a prediction. * Some applications require real time performance, even if this",2025-11-18T17:20:54.034258
What is the difference between machine learning and deep learning?,,hard,ml,data_science,DS_Interview_Notebook,"Deep Learning out performs traditional ML techniques if the data size is large. But with small data size, traditional Machine Learning algorithms are preferable. Deep Learning really shines when it comes to complex problems such as image classification, natural language processing, and speech recognition. Few important differences are as below, |Machine Learning|Deep Learning| |:-|:-| | Machine learning uses algorithms to parse data, learn from that data, and make informed decisions based on wha",2025-11-18T17:20:54.034302
Explain standard deviation and variance,,hard,mixed,data_science,DS_Interview_Notebook,"![normal-distrubution]( **Variance:** * **In a Nutshell:** Variance measures how spread out a set of data is. A high variance indicates that the data points are widely scattered, while a low variance means they are clustered close together. * **Example:** Imagine two groups of students taking a test. * Group A: Scores are 60, 70, 75, 80, 90 * Group B: Scores are 40, 70, 70, 70, 100 * Group B has a higher variance because its scores are more spread out from the average (70) compared to Group A. *",2025-11-18T17:20:54.034366
Explain confusion matrix,,hard,mixed,data_science,DS_Interview_Notebook,"![]( **What is a Confusion Matrix?** * Imagine a table that helps you see how well your machine learning model is performing, especially when it comes to classification tasks (like deciding if an email is spam or not). * It compares the model's predictions to the actual, true labels of your data. **Why is it useful?** * Beyond Accuracy: A confusion matrix gives you a more detailed look at your model's performance than just overall accuracy. * Spotting Weaknesses: You can see which classes your m",2025-11-18T17:20:54.034499
Why do we need confusion matrix?,,hard,mixed,data_science,DS_Interview_Notebook,"* We can not rely on a single value of accuracy in classification when the classes are imbalanced. * For example, we have a dataset of 100 patients in which 5 have diabetes and 95 are healthy. However, if our model only predicts the majority class i.e. all 100 people are healthy then also we will have a classification accuracy of 95%. * Confusion matrices are used to visualize important predictive analytics like recall, specificity, accuracy, and precision. * Confusion matrices are useful becaus",2025-11-18T17:20:54.034521
Explain collinearity and technique to reduce it?,,hard,mixed,data_science,DS_Interview_Notebook,"In statistics collinearity or multicollinearity is the phenomenon where one or more predictive variables(features) in multiple regression models are highly linearly related to each other. ## Technique to reduce multicollearity * **Remove highly correlated predictors from the model**. If you have two or more factors with a high collinearity, remove one from the model. Because they supply redundant information, removing one of the correlated factors usually doesn't drastically reduce the R-squared",2025-11-18T17:20:54.034545
Difference between statistics and machine learning,,hard,ml,data_science,DS_Interview_Notebook,"* The major difference between machine learning and statistics is their purpose. Machine learning models are designed to make the most accurate predictions possible. Statistical models are designed for inference about the relationships between variables. * Statistics is mathematical study of data. Lots of statistical models that can make predictions, but predictive accuracy is not their strength.",2025-11-18T17:20:54.034558
"In a test, students in section A scored with a mean of 75 and standard deviation of 10, while students in section B scored with a mean of 80 and standard deviation of 12? Melissa from section A and Ryan from section B both have scored 90 in this test. Who had a better performance in this test as compared to their classmates?",,hard,stats,data_science,DS_Interview_Notebook,"To compare the two scores we need to standardize them to the same scale. We do that by calculating the Z score, which allows us to compare the 2 scores in units of standard deviations. ```Z score= (X- mean)/Standard Deviation``` Melissa's Z score = (90-75)/10 = 1.5 Ryan's Z score = (90-80)/12 = 0.83 Melissa has performed better.",2025-11-18T17:20:54.034581
What is null hypothesis and alternate hypothesis?,,hard,stats,data_science,DS_Interview_Notebook,"* The null hypothesis states that a population parameter (such as the mean, the standard deviation, and so on) is equal to a hypothesized value. The null hypothesis is often an initial claim that is based on previous analyses or specialized knowledge. * The alternative hypothesis states that a population parameter is smaller, greater, or different than the hypothesized value in the null hypothesis. The alternative hypothesis is what you might believe to be true or hope to prove true. * So when r",2025-11-18T17:20:54.034604
What is a hypothesis test and p-value?,,hard,stats,data_science,DS_Interview_Notebook,"* A hypothesis test examines two opposing hypotheses about a population: the null hypothesis and the alternative hypothesis. The null hypothesis is the statement being tested. Usually the null hypothesis is a statement of ""no effect"" or ""no difference"". The alternative hypothesis is the statement you want to be able to conclude is true based on evidence provided by the sample data. * Based on the sample data, the test determines whether to reject the null hypothesis. You use a p-value, to make t",2025-11-18T17:20:54.034660
What is power of hypothesis test? Why is it important?,,hard,stats,data_science,DS_Interview_Notebook,"* Remember that if actual value is positive and our model predicts it as negative then Type II error occuras (False negative). e.g. Calling a guilty person innocent, diaognosing cancer infected person as healthy etc. * The probability of not commiting Type II error is called as power of hypothesis test. The higher probability we have of not commiting a type 2 error, the better our hypothesis test is.",2025-11-18T17:20:54.034675
What is the difference betweeen K nearest neighbors and K means,,hard,mixed,data_science,DS_Interview_Notebook,"* KNN or K nearest neighbor is a classification algorithm, while K-Means is clustering technique. * KNN is supervised algorithm, K means is unsupervised algorithm. * In KNN prediction of the test sample is based on the similarity of its features to its neighbors. The similarity is computed based on the measure such as euclidean distance. Here K referes to the number of neighbors with whom similarity is being compared. * K-means is the process of defining clusters or groups around predefined cent",2025-11-18T17:20:54.034696
