question_text,company,difficulty,question_type,topics,source,answer_text,created_at
What is the goal of A/B Testing?,,medium,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,It is a statistical hypothesis testing for randomized experiment with two variables A and B. The goal of A/B Testing is to identify any changes to the web page to maximize or increase the outcome of an interest. An example for this could be identifying the click through rate for a banner ad.,2025-11-18T18:25:13.017601
What is an Eigenvalue and Eigenvector?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"Eigenvectors are used for understanding linear transformations. In data analysis, we usually calculate the eigenvectors for a correlation or covariance matrix. Eigenvectors are the directions along which a particular linear transformation acts by flipping, compressing or stretching. Eigenvalue can be referred to as the strength of the transformation in the direction of eigenvector or the factor by which the compression occurs.",2025-11-18T18:25:13.017617
What is Gradient Descent?,,easy,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"A method to find the local minimum of a function. From a point along the direction of gradient to iterational search by a certain step length, until gradient equals zero.",2025-11-18T18:25:13.017626
How can outlier values be treated?,,hard,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,Outlier values can be identified by using univariate or any other graphical analysis method. If the number of outlier values is few then they can be assessed individually but for large number of outliers the values can be substituted with either the 99th or the 1st percentile values. All extreme values are not outlier values. The most common ways to treat outlier values – 1. To change the value and bring in within a range 2. To just remove the value.,2025-11-18T18:25:13.017644
How can you assess a good logistic model?,,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,There are various methods to assess the results of a logistic regression analysis- - Using Classification Matrix to look at the true negatives and false positives. - Concordance that helps identify the ability of the logistic model to differentiate between the event happening and not happening. - Lift helps assess the logistic model by comparing it with random selection.,2025-11-18T18:25:13.017658
What are various steps involved in an analytics project?,,hard,case,data_science_general,zhiqiangzhongddu/DS-QA-General,"- Understand the business problem - Explore the data and become familiar with it. - Prepare the data for modelling by detecting outliers, treating missing values, transforming variables, etc. - After data preparation, start running the model, analyse the result and tweak the approach. This is an iterative step till the best possible outcome is achieved. - Validate the model using a new data set. - Start implementing the model and track the result to analyse the performance of the model over the ",2025-11-18T18:25:13.017678
How can you iterate over a list and also retrieve element indices at the same time?,,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,This can be done using the enumerate function which takes every element in a sequence just like in a list and adds its location just before it.,2025-11-18T18:25:13.017687
"During analysis, how do you treat missing values?",,hard,case,data_science_general,zhiqiangzhongddu/DS-QA-General,"Minsing values has many reasons, like: - Information not advisable for this time - Information was missed by collect - Some attributes of some items are not avaliable - Some information was thinked not important - It's too expensive to collect all these data Types of Missing values: - Missing completely at Random (MCAR): no relationship with missing values and other variables, like family adress - Missing at random (MAR): not completely random, missing denpends on other variables, like finance s",2025-11-18T18:25:13.017734
Can you use machine learning for time series analysis?,,easy,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"Yes, it can be used but it depends on the applications.",2025-11-18T18:25:13.017741
Write a function that takes in two sorted lists and outputs a sorted list that is their union.,,hard,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"First solution which will come to your mind is to merge two lists and short them afterwards **Python code-** def return_union(list_a, list_b): return sorted(list_a + list_b) **R code-** return_union <- function(list_a, list_b) { list_c<-list(c(unlist(list_a),unlist(list_b))) return(list(list_c[[1]][order(list_c[[1]])])) } Generally, the tricky part of the question is not to use any sorting or ordering function. In that case you will have to write your own logic to answer the question and impress",2025-11-18T18:25:13.017812
What is the difference between Bayesian Inference and Maximum Likelihood Estimation (MLE)?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q36 What is Regularization and what kind of problems does regularization solve? A central problem in machine learning is how to make an algorithm that will perform weel not just on the training data, but also on new inputs. Many strategies used in machine learning are explicitly designed to reduce the test error, possibly at the expense of increased training error. These strategies are known collectively as regularization. Briefly, regularization is any modification we make to a learning al",2025-11-18T18:25:13.017838
"What is multicollinearity and how you can overcome it? In statistics, multicollinearity (also collinearity) is a phenomenon in which two or more predictor variables in a multiple regression model are highly correlated, meaning that one can be linearly predicted from the others with a substantial degree of accuracy. Solutions: Remove variables that lead to multicollinearity. Obtain more data. Ridge regression or PCA (principal component regression) or partial least squares regression [More reading in WIKI](https://en.wikipedia.org/wiki/Multicollinearity)",,medium,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,#### Q38 What is the curse of dimensionality? It refers to various phenomena that arise when analyzing and organizing data in high-dimensional spaces (often with hundreds or thousands of dimensions) that do not occur in low-dimensional settings.,2025-11-18T18:25:13.017862
"How do you decide whether your linear regression model fits the data? Many solutions, such as use a loss function and check it situation, or use test data to verify our model",,easy,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,~~#### Q40 What is the difference between squared error and absolute error?~~,2025-11-18T18:25:13.017871
What is Machine Learning?,,easy,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"The simplest way to answer this question is – we give the data and equation to the machine. Ask the machine to look at the data and identify the coefficient values in an equation. For example for the linear regression y=mx+c, we give the data for the variable x, y and the machine learns about the values of m and c from the data.",2025-11-18T18:25:13.017889
"How are confidence intervals constructed and how will you interpret them? Confidence interval is: under a certain confidence, the length of the area where the overall parameter is located.",,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q43 How will you explain logistic regression to an economist, physican scientist and biologist?",2025-11-18T18:25:13.017902
How can you overcome Overfitting? Regularization: add a regularizer or a penalty term. Cross Validation: Simple cross validation; S-folder cross validation; Leave-one-out cross validation.,,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,#### Q45 Differentiate between wide and tall data formats? Wide: data formats have lots of columns. Tall: data formats have lots of examples.,2025-11-18T18:25:13.017915
"Is Naïve Bayes bad? If yes, under what aspects.",,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,#### Q47 How would you develop a model to identify plagiarism?,2025-11-18T18:25:13.017922
How will you define the number of clusters in a clustering algorithm?,,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"Though the Clustering Algorithm is not specified, this question will mostly be asked in reference to K-Means clustering where “K” defines the number of clusters. The objective of clustering is to group similar entities in a way that the entities within a group are similar to each other but the groups are different from each other. For example, the following image shows three different groups. /Data+Science+Interview+Questions+K-Means+Clustering.jpg) K-Mean Clustering Machine Learning Algorithm W",2025-11-18T18:25:13.017968
"Is it better to have too many false negatives or too many false positives? It depends on the situation, for example, if we use the model for cancer detection, FN(False Negative) is more serious than FP(False Positive) because a FN could be verified in futher check, but FP maybe will let a patient be missed and delay the best treatment period.",,easy,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q50 Is it possible to perform logistic regression with Microsoft Excel? Yep, i must say Microsoft Excel is more and more powerful, and many data science could be realized in simple way.",2025-11-18T18:25:13.017987
What do you understand by Fuzzy merging ? Which language will you use to handle it?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q51 What is the difference between skewed and uniform distribution? #### G52 You created a predictive model of a quantitative outcome variable using multiple regressions. What are the steps you would follow to validate the model? Since the question asked, is about post model building exercise, we will assume that you have already tested for null hypothesis, multi collinearity and Standard error of coefficients. Once you have built the model, you should check for following – - Global F-test ",2025-11-18T18:25:13.018020
What do you understand by Hypothesis in the content of Machine Learning?,,easy,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,#### Q55 What do you understand by Recall and Precision?,2025-11-18T18:25:13.018027
"How will you find the right K for K-means? No any other way just do experiment on instance dataset, see the result of different K, find the better one.",,hard,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q57 Why L1 regularizations causes parameter sparsity whereas L2 regularization does not? Regularizations in statistics or in the field of machine learning is used to include some extra information in order to solve a problem in a better way. L1 & L2 regularizations are generally used to add constraints to optimization problems. /L1+L2+Regularizations.png) In the example shown above H0 is a hypothesis. If you observe, in L1 there is a high likelihood to hit the corners as solutions while in ",2025-11-18T18:25:13.018062
How can you deal with different types of seasonality in time series modelling?,,easy,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q59 In experimental design, is it necessary to do randomization? If yes, why? Normally yes, but never do it for time series dataset.",2025-11-18T18:25:13.018071
What do you understand by conjugate-prior with respect to Naïve Bayes?,,hard,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q61 Can you cite some examples where a false positive is important than a false negative? Before we start, let us understand what are false positives and what are false negatives. False Positives are the cases where you wrongly classified a non-event as an event a.k.a Type I error. And, False Negatives are the cases where you wrongly classify events as non-events, a.k.a Type II error. /False+Positive+False+Negative.png) In medical field, assume you have to give chemo therapy to patients. Yo",2025-11-18T18:25:13.018120
Can you cite some examples where a false negative important than a false positive?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,Assume there is an airport ‘A’ which has received high security threats and based on certain characteristics they identify whether a particular passenger can be a threat or not. Due to shortage of staff they decided to scan passenger being predicted as risk positives by their predictive model. What will happen if a true threat customer is being flagged as non-threat by airport model? Another example can be judicial system. What if Jury or judge decide to make a criminal go free? What if you reje,2025-11-18T18:25:13.018150
Can you cite some examples where both false positive and false negatives are equally important?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"In the banking industry giving loans is the primary source of making money but at the same time if your repayment rate is not good you will not make any profit, rather you will risk huge losses. Banks don’t want to lose good customers and at the same point of time they don’t want to acquire bad customers. In this scenario both the false positives and false negatives become very important to measure.",2025-11-18T18:25:13.018171
Can you explain the difference between a Test Set and a Validation Set?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"Validation set can be considered as a part of the training set as it is used for parameter selection and to avoid Overfitting of the model being built. On the other hand, test set is used for testing or evaluating the performance of a trained machine leaning model. In simple terms ,the differences can be summarized as- - Training Set is to fit the parameters i.e. weights. - Test Set is to assess the performance of the model i.e. evaluating the predictive power and generalization. - Validation se",2025-11-18T18:25:13.018195
What makes a dataset gold standard?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q66 What do you understand by statistical power of sensitivity and how do you calculate it? Sensitivity is commonly used to validate the accuracy of a classifier (Logistic, SVM, RF etc.). Sensitivity is nothing but “Predicted TRUE events/ Total events”. True events here are the events which were true and model also predicted them as true. Calculation of seasonality is pretty straight forward- ***Seasonality = True Positives /Positives in Actual Dependent Variable*** Where, True positives ar",2025-11-18T18:25:13.018219
What is the importance of having a selection bias?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q68 Give some situations where you will use an SVM over a RandomForest Machine Learning algorithm and vice-versa. SVM and Random Forest are both used in classification problems. a) If you are sure that your data is outlier free and clean then go for SVM. It is the opposite - if your data might contain outliers then Random forest would be the best choice b) Generally, SVM consumes more computational power than Random Forest, so if you are constrained with memory go for Random Forest machine ",2025-11-18T18:25:13.018258
What do you understand by feature vectors?,,easy,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,~~#### Q70 How do data management procedures like missing data handling make selection bias worse?~~,2025-11-18T18:25:13.018266
What are the advantages and disadvantages of using regularization methods like Ridge Regression?,,easy,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,~~#### Q72 What do you understand by long and wide data formats?~~,2025-11-18T18:25:13.018273
What do you understand by outliers and inliers? What would you do if you find them in your dataset?,,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,~~#### Q74 Write a program in Python which takes input as the diameter of a coin and weight of the coin and produces output as the money value of the coin.,2025-11-18T18:25:13.018285
What are the basic assumptions to be made for linear regression?,,easy,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"Normality of error distribution, statistical independence of errors, linearity and additivity.",2025-11-18T18:25:13.018292
Can you write the formula to calculat R-square?,,easy,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,R-Square can be calculated using the below formular - 1 - (Residual Sum of Squares/ Total Sum of Squares),2025-11-18T18:25:13.018301
What is the advantage of performing dimensionality reduction before fitting an SVM?,,medium,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,Support Vector Machine Learning Algorithm performs better in the reduced space. It is beneficial to perform dimensionality reduction before fitting an SVM if the number of features is large when compared to the number of observations.,2025-11-18T18:25:13.018315
How will you assess the statistical significance of an insight whether it is a real insight or just by chance?,,easy,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,Statistical importance of an insight can be accessed using Hypothesis Testing. ## Machine Learning Interview Questions: Algorithms/Theory,2025-11-18T18:25:13.018326
"What’s the trade-off between bias and variance? Bias is error due to erroneous or overly simplistic assumptions in the learning algorithm you’re using. This can lead to the model underfitting your data, making it hard for it to have high predictive accuracy and for you to generalize your knowledge from the training set to the test set.",,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"Variance is error due to too much complexity in the learning algorithm you’re using. This leads to the algorithm being highly sensitive to high degrees of variation in your training data, which can lead your model to overfit the data. You’ll be carrying too much noise from your training data for your model to be very useful for your test data. The bias-variance decomposition essentially decomposes the learning error from any algorithm by adding the bias, the variance and a bit of irreducible err",2025-11-18T18:25:13.018367
"What is the difference between supervised and unsupervised machine learning? Supervised learning requires training labeled data. For example, in order to do classification (a supervised learning task), you’ll need to first label the data you’ll use to train the model to classify data into your labeled groups. Unsupervised learning, in contrast, does not require labeling data explicitly.",,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q81 How is KNN different from k-means clustering? K-Nearest Neighbors is a supervised classification algorithm, while k-means clustering is an unsupervised clustering algorithm. While the mechanisms may seem similar at first, what this really means is that in order for K-Nearest Neighbors to work, you need labeled data you want to classify an unlabeled point into (thus the nearest neighbor part). K-means clustering requires only a set of unlabeled points and a threshold: the algorithm will ",2025-11-18T18:25:13.018409
"Explain how a ROC curve works. The ROC curve is a graphical representation of the contrast between true positive rates and the false positive rate at various thresholds. It’s often used as a proxy for the trade-off between the sensitivity of the model (true positives) vs the fall-out or the probability it will trigger a false alarm (false positives). ![](https://lh3.googleusercontent.com/zUWYO4VwGpoyu9oygT12F3hgZ30GxVY7sg_ZF46INrNbDutd9mVz9GnYIYGw2r1ZcbPLQXF4HV-uNXvQcVrP7Sg2BDDqRkaY3RAApumdXgH2mQZ8OCSgqqsVl7UDVjqwVFq224Z_) #### Q83 Define precision and recall. Recall is also known as the true positive rate: the amount of positives your model claims compared to the actual number of positives there are throughout the data. Precision is also known as the positive predictive value, and it is a measure of the amount of accurate positives your model claims compared to the number of positives it actually claims. It can be easier to think of recall and precision in the context of a case where you’ve predicted that there were 10 apples and 5 oranges in a case of 10 apples. You’d have perfect recall (there are actually 10 apples, and you predicted there would be 10) but 66.7% precision because out of the 15 events you predicted, only 10 (the apples) are correct.",,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"#### Q84 What is Bayes’ Theorem? How is it useful in a machine learning context? Bayes’ Theorem gives you the posterior probability of an event given what is known as prior knowledge. Mathematically, it’s expressed as the true positive rate of a condition sample divided by the sum of the false positive rate of the population and the true positive rate of a condition. Say you had a 60% chance of actually having the flu after a flu test, but out of people who had the flu, the test will be false 50",2025-11-18T18:25:13.018485
Why is “Naive” Bayes naive?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"Despite its practical applications, especially in text mining, Naive Bayes is considered “Naive” because it makes an assumption that is virtually impossible to see in real-life data: the conditional probability is calculated as the pure product of the individual probabilities of components. This implies the absolute independence of features — a condition probably never met in real life. As a Quora commenter put it whimsically, a Naive Bayes classifier that figured out that you liked pickles and ",2025-11-18T18:25:13.018510
Explain the difference between L1 and L2 regularization.,,medium,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"L2 regularization tends to spread error among all the terms, while L1 is more binary/sparse, with many variables either being assigned a 1 or 0 in weighting. L1 corresponds to setting a Laplacean prior on the terms, while L2 corresponds to a Gaussian prior. ",2025-11-18T18:25:13.018528
"What’s your favorite algorithm, and can you explain it to me in less than a minute?",,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,This type of question tests your understanding of how to communicate complex and technical nuances with poise and the ability to summarize quickly and efficiently. Make sure you have a choice and make sure you can explain different algorithms so simply and effectively that a five-year-old could grasp the basics!,2025-11-18T18:25:13.018544
What’s the difference between Type I and Type II error?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"Don’t think that this is a trick question! Many machine learning interview questions will be an attempt to lob basic questions at you just to make sure you’re on top of your game and you’ve prepared all of your bases. Type I error is a false positive, while Type II error is a false negative. Briefly stated, Type I error means claiming something has happened when it hasn’t, while Type II error means that you claim nothing is happening when in fact something is. A clever way to think about this is",2025-11-18T18:25:13.018573
What’s a Fourier transform?,,hard,coding,data_science_general,zhiqiangzhongddu/DS-QA-General,"A Fourier transform is a generic method to decompose generic functions into a superposition of symmetric functions. Or as this more intuitive tutorial puts it, given a smoothie, it’s how we find the recipe. The Fourier transform finds the set of cycle speeds, amplitudes and phases to match any time signal. A Fourier transform converts a signal from time to frequency domain — it’s a very common way to extract features from audio signals or other time series such as sensor data.",2025-11-18T18:25:13.018594
What’s the difference between probability and likelihood?,,easy,stats,data_science_general,zhiqiangzhongddu/DS-QA-General,,2025-11-18T18:25:13.018602
"What is deep learning, and how does it contrast with other machine learning algorithms?",,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"Deep learning is a subset of machine learning that is concerned with neural networks: how to use backpropagation and certain principles from neuroscience to more accurately model large sets of unlabelled or semi-structured data. In that sense, deep learning represents an unsupervised learning algorithm that learns representations of data through the use of neural nets.",2025-11-18T18:25:13.018620
What’s the difference between a generative and discriminative model?,,medium,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,A generative model will learn categories of data while a discriminative model will simply learn the distinction between different categories of data. Discriminative models will generally outperform generative models on classification tasks.,2025-11-18T18:25:13.018633
What cross-validation technique would you use on a time series dataset?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"Instead of using standard k-folds cross-validation, you have to pay attention to the fact that a time series is not randomly distributed data — it is inherently ordered by chronological order. If a pattern emerges in later time periods for example, your model may still pick up on it even if that effect doesn’t hold in earlier years! You’ll want to do something like forward chaining where you’ll be able to model on past data then look at forward-facing data. fold 1 : training [1], test [2] fold 2",2025-11-18T18:25:13.018662
How is a decision tree pruned?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"Pruning is what happens in decision trees when branches that have weak predictive power are removed in order to reduce the complexity of the model and increase the predictive accuracy of a decision tree model. Pruning can happen bottom-up and top-down, with approaches such as reduced error pruning and cost complexity pruning. Reduced error pruning is perhaps the simplest version: replace each node. If it doesn’t decrease predictive accuracy, keep it pruned. While simple, this heuristic actually ",2025-11-18T18:25:13.018686
"Which is more important to you– model accuracy, or model performance?",,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"This question tests your grasp of the nuances of machine learning model performance! Machine learning interview questions often look towards the details. There are models with higher accuracy that can perform worse in predictive power — how does that make sense? Well, it has everything to do with how model accuracy is only a subset of model performance, and at that, a sometimes misleading one. For example, if you wanted to detect fraud in a massive dataset with a sample of millions, a more accur",2025-11-18T18:25:13.018719
What’s the F1 score? How would you use it?,,medium,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"The F1 score is a measure of a model’s performance. It is a weighted average of the precision and recall of a model, with results tending to 1 being the best, and those tending to 0 being the worst. You would use it in classification tests where true negatives don’t matter much.",2025-11-18T18:25:13.018736
How would you handle an imbalanced dataset?,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"An imbalanced dataset is when you have, for example, a classification test and 90% of the data is in one class. That leads to problems: an accuracy of 90% can be skewed if you have no predictive power on the other category of data! Here are a few tactics to get over the hump: 1- Collect more data to even the imbalances in the dataset. 2- Resample the dataset to correct for imbalances. 3- Try a different algorithm altogether on your dataset. What’s important here is that you have a keen sense for",2025-11-18T18:25:13.018762
When should you use classification over regression?,,hard,ml,data_science_general,zhiqiangzhongddu/DS-QA-General,"Classification produces discrete values and dataset to strict categories, while regression gives you continuous results that allow you to better distinguish differences between individual points. You would use classification over regression if you wanted your results to reflect the belongingness of data points in your dataset to certain explicit categories (ex: If you wanted to know whether a name was male or female rather than just how correlated they were with male and female names.)",2025-11-18T18:25:13.018781
Name an example where ensemble techniques might be useful.,,hard,mixed,data_science_general,zhiqiangzhongddu/DS-QA-General,"Ensemble techniques use a combination of learning algorithms to optimize better predictive performance. They typically reduce overfitting in models and make the model more robust (unlikely to be influenced by small changes in the training data). You could list some examples of ensemble methods, from bagging to boosting to a “bucket of models” method and demonstrate how they could increase predictive power.",2025-11-18T18:25:13.018800
